timestamp,air_temperature
1657994400,29.25
1657998000,24.68
1658001600,22.15
1658005200,22.685
1658008800,21.795
1658012400,21.685
1658016000,21.54
1658019600,19.41
1658023200,18.77
1658026800,20.035
1658030400,20.535
1658034000,23.83
1658037600,26.61
1658041200,29.05
1658044800,29.23
1658048400,29.57
1658052000,30.66
1658055600,31.21
1658059200,31.87
1658062800,31.885
1658066400,31.515
1658070000,31.62
1658073600,31.245
1658077200,30.34
1658080800,28.38
1658084400,24.605
1658088000,21.995
1658091600,20.315
1658095200,20.325
1658098800,19.785
1658102400,19.985
1658106000,19.655
1658109600,19.37
1658113200,18.94
1658116800,18.685
1658120400,22.29
1658124000,25.555
1658127600,28.445
1658131200,29.06
1658134800,29.575
1658138400,30.605
1658142000,31.47
1658145600,32.185
1658149200,32.78
1658152800,32.695
1658156400,32.455
1658160000,31.97
1658163600,31.025
1658167200,28.06
1658170800,23.19
1658174400,19.795
1658178000,19.38
1658181600,19.75
1658185200,19.995
1658188800,19.45
1658192400,19.115
1658196000,18.6
1658199600,18.46
1658203200,18.655
1658206800,21.73
1658210400,25.12
1658214000,30.1
1658217600,30.83
1658221200,31.41
1658224800,32.075
1658228400,32.66
1658232000,33.505
1658235600,33.725
1658239200,33.89
1658242800,33.595
1658246400,33.075
1658250000,32.325
1658253600,28.77
1658257200,22.33
1658260800,20.225
1658264400,20.69
1658268000,20.555
1658271600,20.175
1658275200,19.115
1658278800,18.505
1658282400,18.255
1658286000,17.92
1658289600,18.655
1658293200,22.08
1658296800,25.5
1658300400,28.825
1658304000,29.695
1658307600,31.79
1658311200,33.47
1658314800,34.47
1658318400,34.62
1658322000,35.745
1658325600,36.37
1658329200,35.565
1658332800,33.895
1658336400,32.945
1658340000,30.19
1658343600,24.315
1658347200,22.235
1658350800,22.46
1658354400,22.8
1658358000,22.65
1658361600,21.505
1658365200,21.1
1658368800,20.885
1658372400,19.95
1658376000,20.57
1658379600,24.205
1658383200,27.445
1658386800,31
1658390400,31.045
1658394000,32.355
1658397600,33.84
1658401200,35.32
1658404800,35.66
1658408400,35.91
1658412000,35.185
1658415600,34.85
1658419200,34.29
1658422800,33.345
1658426400,30.14
1658430000,24.445
1658433600,23.74
1658437200,24.21
1658440800,24.685
1658444400,24.485
1658448000,22.475
1658451600,20.315
1658455200,21.415
1658458800,22.11
1658462400,22.42
1658466000,25.335
1658469600,28.18
1658473200,31.685
1658476800,31.32
1658480400,32.635
1658484000,34.355
1658487600,35.815
1658491200,36.535
1658494800,36.985
1658498400,36.825
1658502000,36.305
1658505600,35.94
1658509200,33.105
1658512800,28.93
1658516400,24.505
1658520000,24.02
1658523600,22.21
1658527200,20.875
1658530800,24.445
1658534400,25.295
1658538000,25.615
1658541600,24.795
1658545200,24.19
1658548800,23.18
1658552400,26.405
1658556000,30.975
1658559600,33.95
1658563200,36.265
1658566800,37.87
1658570400,38.74
1658574000,39.465
1658577600,40.15
1658581200,39.65
1658584800,39.28
1658588400,38.89
1658592000,37.98
1658595600,35.845
1658599200,33.61
1658602800,32.46
1658606400,31.745
1658610000,30.06
1658613600,27.085
1658617200,26.29
1658620800,26.57
1658624400,26.785
1658628000,26.515
1658631600,24.915
1658635200,23.75
1658638800,26.56
1658642400,29.31
1658646000,31.955
1658649600,33.05
1658653200,34.07
1658656800,34.595
1658660400,35.415
1658664000,36.215
1658667600,36.745
1658671200,36.545
1658674800,34.51
1658678400,34.095
1658682000,33.11
1658685600,30.185
1658689200,25.36
1658692800,25.535
1658696400,25.31
1658700000,25.285
1658703600,25.01
1658707200,24.34
1658710800,23.955
1658714400,23.04
1658718000,22.015
1658721600,22.07
1658725200,25.195
1658728800,27.99
1658732400,32.7
1658736000,32.515
1658739600,33.87
1658743200,35.815
1658746800,36.435
1658750400,37.4
1658754000,37.265
1658757600,34.925
1658761200,32.82
1658764800,33.21
1658768400,34.935
1658772000,31.21
1658775600,28.79
1658779200,26.85
1658782800,25.865
1658786400,27.115
1658790000,28.205
1658793600,26.265
1658797200,25.34
1658800800,24.825
1658804400,24.315
1658808000,23.965
1658811600,26.3
1658815200,29.06
1658818800,31.33
1658822400,33
1658826000,33.36
1658829600,33.96
1658833200,34.105
1658836800,34.34
1658840400,32.705
1658844000,30.72
1658847600,31.38
1658851200,31.03
1658854800,30.95
1658858400,28.95
1658862000,27.035
1658865600,26.095
1658869200,25.24
1658872800,23.905
1658876400,23.285
1658880000,22.34
1658883600,21.465
1658887200,21.815
1658890800,22.58
1658894400,22.105
1658898000,24.205
1658901600,23.675
1658905200,26.115
1658908800,26.03
1658912400,27.7
1658916000,28.69
1658919600,28.85
1658923200,31.07
1658926800,31.515
1658930400,31.115
1658934000,32.385
1658937600,31.9
1658941200,30.92
1658944800,28.365
1658948400,24.955
1658952000,22.335
1658955600,21.75
1658959200,19.725
1658962800,19.79
1658966400,19.03
1658970000,19.77
1658973600,19.72
1658977200,19.515
1658980800,19.72
1658984400,22.805
1658988000,26.17
1658991600,28.695
1658995200,29.495
1658998800,29.51
1659002400,29.99
1659006000,31.3
1659009600,31.9
1659013200,32.405
1659016800,31.82
1659020400,30.865
1659024000,29.49
1659027600,29.785
1659031200,27.28
1659034800,22.735
1659038400,22.315
1659042000,22.85
1659045600,22.03
1659049200,21.16
1659052800,20.92
1659056400,20.58
1659060000,19.895
1659063600,19.855
1659067200,20.23
1659070800,23.18
1659074400,26.555
1659078000,28.725
1659081600,29.42
1659085200,30.395
1659088800,31.975
1659092400,32.65
1659096000,34.065
1659099600,35.165
1659103200,32.64
1659106800,28.415
1659110400,28.29
1659114000,28.295
1659117600,26.575
1659121200,24.385
1659124800,25.36
1659128400,24.95
1659132000,23.995
1659135600,23.315
1659139200,22.465
1659142800,22.225
1659146400,21.485
1659150000,19.595
1659153600,19.685
1659157200,21.105
1659160800,24.765
1659164400,27.955
1659168000,28.255
1659171600,29.03
1659175200,30.22
1659178800,31.16
1659182400,32.105
1659186000,32.755
1659189600,32.77
1659193200,32.615
1659196800,30.83
1659200400,30.445
1659204000,27.095
1659207600,23.905
1659211200,21.14
1659214800,19.505
1659218400,19.555
1659222000,19.97
1659225600,19.865
1659229200,19.455
1659232800,19.165
1659236400,18.81
1659240000,18.605
1659243600,21.635
1659247200,24.76
1659250800,28.58
1659254400,29.045
1659258000,30.545
1659261600,32.11
1659265200,33.005
1659268800,33.59
1659272400,34.565
1659276000,34.33
1659279600,34.315
1659283200,33.635
1659286800,32.73
1659290400,27.905
1659294000,22.345
1659297600,21.72
1659301200,22.04
1659304800,22.025
1659308400,21.615
1659312000,21.16
1659315600,20.74
1659319200,20.57
1659322800,20.265
1659326400,20.455
1659330000,23.27
1659333600,26.095
1659337200,30.06
1659340800,30.745
1659344400,31.835
1659348000,33.85
1659351600,34.99
1659355200,35.605
1659358800,36.245
1659362400,35.925
1659366000,34.98
1659369600,34.155
1659373200,33.375
1659376800,29.45
1659380400,22.975
1659384000,21.67
1659387600,21.66
1659391200,22.33
1659394800,23.185
1659398400,22.64
1659402000,22.145
1659405600,22.81
1659409200,21.415
1659412800,20.655
1659416400,22.5
1659420000,23.95
1659423600,26.73
1659427200,28.675
1659430800,28.445
1659434400,28.85
1659438000,29.94
1659441600,31.055
1659445200,31.915
1659448800,31.54
1659452400,31.975
1659456000,31.095
1659459600,29.64
1659463200,27.435
1659466800,23.965
1659470400,21.28
1659474000,20.07
1659477600,20.495
1659481200,20.72
1659484800,20.475
1659488400,20.245
1659492000,20.055
1659495600,19.575
1659499200,19.485
1659502800,22.53
1659506400,25.21
1659510000,30.105
1659513600,29.91
1659517200,31.095
1659520800,31.87
1659524400,33.125
1659528000,33.75
1659531600,34.62
1659535200,34.915
1659538800,33.75
1659542400,33.07
1659546000,32.175
1659549600,28.195
1659553200,22.345
1659556800,21.63
1659560400,21.96
1659564000,20.945
1659567600,20.805
1659571200,20.04
1659574800,19.915
1659578400,19.545
1659582000,19.26
1659585600,19.18
1659589200,22.235
1659592800,25.345
1659596400,29.665
1659600000,31.05
1659603600,32.79
1659607200,34.01
1659610800,35.13
1659614400,35.645
1659618000,35.86
1659621600,35.42
1659625200,35.145
1659628800,34.555
1659632400,33.33
1659636000,29.18
1659639600,23.505
1659643200,21.76
1659646800,22.495
1659650400,22.765
1659654000,22.135
1659657600,21.36
1659661200,21.02
1659664800,21.055
1659668400,20.89
1659672000,21.04
1659675600,23.725
1659679200,27.09
1659682800,31.18
1659686400,32.405
1659690000,33.565
1659693600,34.71
1659697200,35.51
1659700800,36.475
1659704400,37.065
1659708000,36.7
1659711600,35.47
1659715200,34.625
1659718800,33.39
1659722400,29.525
1659726000,24.185
1659729600,21.86
1659733200,22.555
1659736800,21.59
1659740400,21.97
1659744000,21.505
1659747600,21.69
1659751200,21.51
1659754800,20.515
1659758400,20.35
1659762000,23.34
1659765600,26.365
1659769200,31.145
1659772800,33.4
1659776400,34.49
1659780000,35.425
1659783600,35.935
1659787200,36.5
1659790800,37.095
1659794400,37.53
1659798000,36.4
1659801600,34.85
1659805200,33.03
1659808800,29.955
1659812400,27.95
1659816000,26.035
1659819600,23.77
1659823200,23.15
1659826800,23.46
1659830400,24.065
1659834000,24.035
1659837600,24.47
1659841200,24.48
1659844800,24.065
1659848400,24.56
1659852000,26.345
1659855600,27.58
1659859200,26.14
1659862800,27.77
1659866400,30.21
1659870000,30.905
1659873600,31.38
1659877200,31.675
1659880800,30.94
1659884400,29.47
1659888000,28.74
1659891600,28.215
1659895200,26.895
1659898800,22.385
1659902400,21.55
1659906000,21.82
1659909600,21.27
1659913200,21.08
1659916800,20.785
1659920400,20.605
1659924000,20.33
1659927600,20.12
1659931200,20.155
1659934800,21.91
1659938400,25.79
1659942000,28.365
1659945600,29.63
1659949200,30.055
1659952800,30.76
1659956400,28.405
1659960000,26.975
1659963600,29.555
1659967200,31.47
1659970800,30.79
1659974400,30.575
1659978000,30.06
1659981600,28.27
1659985200,24.705
1659988800,23.21
1659992400,23.655
1659996000,22.57
1659999600,21.925
1660003200,21.38
1660006800,20.76
1660010400,20.745
1660014000,20.375
1660017600,19.935
1660021200,19.82
1660024800,22.11
1660028400,25.435
1660032000,26.19
1660035600,28.04
1660039200,28.405
1660042800,29.425
1660046400,30.27
1660050000,30.89
1660053600,31.47
1660057200,29.66
1660060800,29.155
1660064400,28.46
1660068000,25.195
1660071600,21.375
1660075200,20.125
1660078800,20.085
1660082400,19.295
1660086000,18.8
1660089600,18.57
1660093200,18.22
1660096800,17.63
1660100400,17.115
1660104000,16.97
1660107600,19.71
1660111200,23.02
1660114800,27.415
1660118400,28.585
1660122000,28.425
1660125600,30.035
1660129200,30.025
1660132800,31.465
1660136400,31.96
1660140000,31.55
1660143600,31.075
1660147200,30.43
1660150800,28.605
1660154400,24.8
1660158000,20.535
1660161600,20.69
1660165200,18.65
1660168800,18.255
1660172400,18.43
1660176000,18.58
1660179600,18.13
1660183200,17.695
1660186800,17.095
1660190400,17.765
1660194000,20.64
1660197600,24.445
1660201200,26.915
1660204800,28.13
1660208400,29.15
1660212000,29.99
1660215600,31.14
1660219200,31.55
1660222800,30.45
1660226400,31.09
1660230000,30.665
1660233600,30.235
1660237200,29.635
1660240800,23.94
1660244400,19.635
1660248000,18.52
1660251600,18.77
1660255200,19.04
1660258800,18.72
1660262400,18.625
1660266000,18.91
1660269600,18.91
1660273200,18.83
1660276800,18.455
1660280400,18.155
1660284000,19.25
1660287600,22.64
1660291200,25.35
1660294800,23.96
1660298400,25.16
1660302000,25.7
1660305600,26.605
1660309200,29.175
1660312800,29.53
1660316400,29.49
1660320000,28.625
1660323600,26.695
1660327200,23.155
1660330800,22.46
1660334400,21.155
1660338000,19.665
1660341600,18.02
1660345200,16.85
1660348800,17.005
1660352400,17.185
1660356000,17.195
1660359600,17.285
1660363200,16.46
1660366800,16.945
1660370400,19.175
1660374000,21.815
1660377600,24.805
1660381200,26.025
1660384800,27.49
1660388400,28.185
1660392000,29.305
1660395600,29.915
1660399200,29.165
1660402800,29.09
1660406400,28.8
1660410000,27.53
1660413600,23.285
1660417200,18.115
1660420800,17.395
1660424400,18.595
1660428000,18.115
1660431600,17.21
1660435200,16.615
1660438800,16.36
1660442400,15.84
1660446000,15.87
1660449600,16.055
1660453200,18.53
1660456800,21.71
1660460400,26.15
1660464000,29.725
1660467600,30.89
1660471200,31.91
1660474800,32.62
1660478400,33.22
1660482000,33.505
1660485600,32.345
1660489200,31.4
1660492800,30.865
1660496400,28.915
1660500000,25.305
1660503600,20.575
1660507200,20.73
1660510800,19.8
1660514400,18.45
1660518000,17.845
1660521600,21.02
1660525200,19.67
1660528800,19.995
1660532400,18.04
1660536000,17.995
1660539600,18.65
1660543200,26
1660546800,29.745
1660550400,30.915
1660554000,31.655
1660557600,31.755
1660561200,32.695
1660564800,34.38
1660568400,35.5
1660572000,34.36
1660575600,31.12
1660579200,30.635
1660582800,30.04
1660586400,26.655
1660590000,26.445
1660593600,26.72
1660597200,24.865
1660600800,25.405
1660604400,25.585
1660608000,25.2
1660611600,22.815
1660615200,19.09
1660618800,18.27
1660622400,18.575
1660626000,20.635
1660629600,24.21
1660633200,28.22
1660636800,28.635
1660640400,28.94
1660644000,30.44
1660647600,31.15
1660651200,31.91
1660654800,32.77
1660658400,31.93
1660662000,30.45
1660665600,30.715
1660669200,29.655
1660672800,26.315
1660676400,23.08
1660680000,21.515
1660683600,21.91
1660687200,21.285
1660690800,20.47
1660694400,19.94
1660698000,19.48
1660701600,18.505
1660705200,17.94
1660708800,17.835
1660712400,20.99
1660716000,25.24
1660719600,28.315
1660723200,29.095
1660726800,30.07
1660730400,31.205
1660734000,33.105
1660737600,34.165
1660741200,33.415
1660744800,33.4
1660748400,32.27
1660752000,31.355
1660755600,29.35
1660759200,27.095
1660762800,24.79
1660766400,23.75
1660770000,22.925
1660773600,21.59
1660777200,21.045
1660780800,20.865
1660784400,20.535
1660788000,20.465
1660791600,20.595
1660795200,21.235
1660798800,22.115
1660802400,22.99
1660806000,24.415
1660809600,24.26
1660813200,23.325
1660816800,18.525
1660820400,22.52
1660824000,25.325
1660827600,26.77
1660831200,28.525
1660834800,29.345
1660838400,27.57
1660842000,25.19
1660845600,21.035
1660849200,20.745
1660852800,20.785
1660856400,20.77
1660860000,20.615
1660863600,20.115
1660867200,20.215
1660870800,19.66
1660874400,19.885
1660878000,20.025
1660881600,20.03
1660885200,20.435
1660888800,21.51
1660892400,20.625
1660896000,17.66
1660899600,19.365
1660903200,21.5
1660906800,23.235
1660910400,24.965
1660914000,23.88
1660917600,24.3
1660921200,22.17
1660924800,20.595
1660928400,20.42
1660932000,19.555
1660935600,18.57
1660939200,18.295
1660942800,17.915
1660946400,17.725
1660950000,17.6
1660953600,17.48
1660957200,17.385
1660960800,17.3
1660964400,17.16
1660968000,17.365
1660971600,19.265
1660975200,22.035
1660978800,25.99
1660982400,27.165
1660986000,28.56
1660989600,29.64
1660993200,30.485
1660996800,31.575
1661000400,32.635
1661004000,32.55
1661007600,32.09
1661011200,31.77
1661014800,30.495
1661018400,23.195
1661022000,22.18
1661025600,21.65
1661029200,21.135
1661032800,20.605
1661036400,20.21
1661040000,19.715
1661043600,19.565
1661047200,19.17
1661050800,18.925
1661054400,18.415
1661058000,20.225
1661061600,22.85
1661065200,26.905
1661068800,28.405
1661072400,29.15
1661076000,30.085
1661079600,31.125
1661083200,32.165
1661086800,32.935
1661090400,32.56
1661094000,31.55
1661097600,30.785
1661101200,29.425
1661104800,23.05
1661108400,20.3
1661112000,20.615
1661115600,20.68
1661119200,20.08
1661122800,19.375
1661126400,18.75
1661130000,18.285
1661133600,17.925
1661137200,17.41
1661140800,17.54
1661144400,18.715
1661148000,19.6
1661151600,25.5
1661155200,26.925
1661158800,28.24
1661162400,29.605
1661166000,30.53
1661169600,31.85
1661173200,31.95
1661176800,31.495
1661180400,31.06
1661184000,29.785
1661187600,28.77
1661191200,22.585
1661194800,20.37
1661198400,20.3
1661202000,19.38
1661205600,18.865
1661209200,18.525
1661212800,18.2
1661216400,18.09
1661220000,17.68
1661223600,17.4
1661227200,16.105
1661230800,17.55
1661234400,21.22
1661238000,25.655
1661241600,26.045
1661245200,27.625
1661248800,28.865
1661252400,29
1661256000,29.13
1661259600,29.245
1661263200,29.02
1661266800,28.855
1661270400,28.435
1661274000,27.55
1661277600,22.04
1661281200,20
1661284800,18.76
1661288400,18.52
1661292000,18.15
1661295600,17.71
1661299200,17.78
1661302800,17.32
1661306400,17.195
1661310000,17.11
1661313600,16.9
1661317200,17.35
1661320800,20.05
1661324400,25.28
1661328000,26.85
1661331600,27.755
1661335200,28.16
1661338800,29.05
1661342400,29.76
1661346000,30.365
1661349600,30.015
1661353200,29.355
1661356800,28.895
1661360400,27.905
1661364000,22.415
1661367600,19.675
1661371200,19.535
1661374800,19.37
1661378400,18.705
1661382000,18.31
1661385600,17.955
1661389200,17.815
1661392800,17.605
1661396400,17.635
1661400000,17.625
1661403600,18.705
1661407200,21.985
1661410800,26.74
1661414400,27.47
1661418000,28.455
1661421600,29.655
1661425200,30.52
1661428800,31.305
1661432400,31.62
1661436000,31.895
1661439600,31.945
1661443200,31.52
1661446800,29.85
1661450400,22.97
1661454000,21.35
1661457600,20.77
1661461200,21.275
1661464800,21.225
1661468400,20.83
1661472000,20.535
1661475600,20.295
1661479200,20.085
1661482800,19.96
1661486400,19.62
1661490000,19.94
1661493600,22.82
1661497200,26.585
1661500800,28.62
1661504400,29.91
1661508000,31.13
1661511600,32.115
1661515200,32.605
1661518800,32.665
1661522400,32.29
1661526000,31.485
1661529600,29.91
1661533200,28.6
1661536800,24.195
1661540400,23.095
1661544000,22.74
1661547600,22.62
1661551200,22.385
1661554800,21.705
1661558400,21.5
1661562000,21.275
1661565600,20.335
1661569200,20.205
1661572800,20.27
1661576400,21.26
1661580000,24.32
1661583600,27.435
1661587200,29.74
1661590800,30.87
1661594400,31.43
1661598000,29.95
1661601600,26.47
1661605200,21.4
1661608800,22.33
1661612400,26.97
1661616000,27.6
1661619600,26.135
1661623200,22.635
1661626800,19.67
1661630400,19.08
1661634000,19.1
1661637600,18.975
1661641200,18.01
1661644800,17.505
1661648400,18.015
1661652000,18.065
1661655600,17.29
1661659200,17.325
1661662800,18.425
1661666400,23.035
1661670000,26.055
1661673600,26.25
1661677200,27.93
1661680800,29.13
1661684400,29.78
1661688000,27.24
1661691600,23.825
1661695200,24.25
1661698800,23.875
1661702400,23.05
1661706000,22.45
1661709600,21.525
1661713200,21.21
1661716800,20.89
1661720400,20.79
1661724000,19.48
1661727600,19.21
1661731200,19.795
1661734800,20.125
1661738400,20.035
1661742000,17.8
1661745600,17.195
1661749200,17.64
1661752800,22.215
1661756400,25.75
1661760000,28.2
1661763600,29.31
1661767200,30.055
1661770800,30.68
1661774400,31.535
1661778000,32.33
1661781600,32.59
1661785200,31.74
1661788800,30.61
1661792400,29.06
1661796000,25.395
1661799600,22.5
1661803200,22.505
1661806800,21.92
1661810400,21.35
1661814000,21.02
1661817600,20.53
1661821200,20.175
1661824800,19.905
1661828400,19.67
1661832000,19.23
1661835600,19.665
1661839200,23.06
1661842800,27.64
1661846400,27.93
1661850000,29.17
1661853600,30.09
1661857200,31.2
1661860800,31.435
1661864400,32.125
1661868000,31.99
1661871600,28.75
1661875200,27.045
1661878800,23.545
1661882400,22.44
1661886000,22.085
1661889600,21.95
1661893200,21.675
1661896800,21.555
1661900400,21.355
1661904000,20.75
1661907600,20.225
1661911200,20.21
1661914800,20.065
1661918400,19.475
1661922000,20.06
1661925600,20.825
1661929200,22.7
1661932800,24.64
1661936400,26.25
1661940000,26.545
1661943600,27.135
1661947200,25.26
1661950800,23.085
1661954400,23.03
1661958000,23.395
1661961600,23.58
1661965200,23.88
1661968800,21.94
1661972400,20.86
1661976000,20.54
1661979600,20.53
1661983200,20.56
