timestamp,wind_speed
1657879200,3.6
1657882800,9.36
1657886400,6.3
1657890000,8.64
1657893600,12.06
1657897200,9.18
1657900800,8.1
1657904400,1.26
1657908000,0.36
1657911600,0
1657915200,0
1657918800,0
1657922400,1.62
1657926000,0
1657929600,0
1657933200,0.54
1657936800,0
1657940400,0
1657944000,2.88
1657947600,2.34
1657951200,1.26
1657954800,5.4
1657958400,4.68
1657962000,2.16
1657965600,5.76
1657969200,5.76
1657972800,6.3
1657976400,10.26
1657980000,9.9
1657983600,10.26
1657987200,7.74
1657990800,5.94
1657994400,1.44
1657998000,0
1658001600,0
1658005200,1.62
1658008800,1.08
1658012400,1.8
1658016000,1.44
1658019600,0
1658023200,1.26
1658026800,1.26
1658030400,1.44
1658034000,1.44
1658037600,2.16
1658041200,7.38
1658044800,4.86
1658048400,6.3
1658052000,10.44
1658055600,7.38
1658059200,13.14
1658062800,8.46
1658066400,11.16
1658070000,8.82
1658073600,8.1
1658077200,5.58
1658080800,2.52
1658084400,0
1658088000,0
1658091600,0
1658095200,1.8
1658098800,2.34
1658102400,2.88
1658106000,3.42
1658109600,3.78
1658113200,1.62
1658116800,3.42
1658120400,3.42
1658124000,1.8
1658127600,2.52
1658131200,7.38
1658134800,7.74
1658138400,5.22
1658142000,11.16
1658145600,9.54
1658149200,9.54
1658152800,8.46
1658156400,8.82
1658160000,8.1
1658163600,6.3
1658167200,0.9
1658170800,0
1658174400,0
1658178000,0
1658181600,2.16
1658185200,2.7
1658188800,3.42
1658192400,2.16
1658196000,3.96
1658199600,4.86
1658203200,4.68
1658206800,3.42
1658210400,3.06
1658214000,4.86
1658217600,5.76
1658221200,7.38
1658224800,5.04
1658228400,8.64
1658232000,8.64
1658235600,10.8
1658239200,8.82
1658242800,9.36
1658246400,9.18
1658250000,5.22
1658253600,0
1658257200,0
1658260800,0
1658264400,2.7
1658268000,2.34
1658271600,4.14
1658275200,3.6
1658278800,6.12
1658282400,5.04
1658286000,5.22
1658289600,4.5
1658293200,5.58
1658296800,1.98
1658300400,3.42
1658304000,4.86
1658307600,5.94
1658311200,8.1
1658314800,5.58
1658318400,4.86
1658322000,2.88
1658325600,6.84
1658329200,6.12
1658332800,10.26
1658336400,5.94
1658340000,0
1658343600,0
1658347200,0.9
1658350800,2.34
1658354400,1.98
1658358000,2.88
1658361600,1.62
1658365200,3.6
1658368800,4.86
1658372400,2.7
1658376000,3.06
1658379600,3.06
1658383200,1.62
1658386800,2.52
1658390400,7.2
1658394000,4.14
1658397600,3.78
1658401200,6.48
1658404800,10.44
1658408400,11.88
1658412000,10.44
1658415600,7.92
1658419200,7.92
1658422800,3.78
1658426400,0
1658430000,0
1658433600,0
1658437200,3.06
1658440800,2.7
1658444400,2.52
1658448000,0
1658451600,0.18
1658455200,4.14
1658458800,3.42
1658462400,3.42
1658466000,2.34
1658469600,3.06
1658473200,4.68
1658476800,6.48
1658480400,5.04
1658484000,9.18
1658487600,5.94
1658491200,11.7
1658494800,11.52
1658498400,10.62
1658502000,8.1
1658505600,5.76
1658509200,1.62
1658512800,0
1658516400,0.72
1658520000,0.72
1658523600,1.08
1658527200,0.9
1658530800,3.24
1658534400,1.44
1658538000,2.88
1658541600,3.6
1658545200,1.8
1658548800,1.62
1658552400,1.62
1658556000,2.7
1658559600,3.96
1658563200,3.6
1658566800,7.74
1658570400,6.84
1658574000,8.28
1658577600,7.74
1658581200,9.72
1658584800,6.12
1658588400,11.7
1658592000,9.54
1658595600,8.64
1658599200,8.46
1658602800,9.54
1658606400,6.66
1658610000,2.34
1658613600,1.8
1658617200,2.52
1658620800,3.06
1658624400,3.42
1658628000,5.04
1658631600,0
1658635200,3.96
1658638800,4.14
1658642400,2.34
1658646000,5.58
1658649600,2.34
1658653200,7.92
1658656800,5.94
1658660400,5.22
1658664000,8.64
1658667600,7.02
1658671200,8.28
1658674800,12.06
1658678400,8.64
1658682000,3.6
1658685600,0
1658689200,0.36
1658692800,1.98
1658696400,0.18
1658700000,4.32
1658703600,1.26
1658707200,2.34
1658710800,1.62
1658714400,0.9
1658718000,0
1658721600,4.32
1658725200,6.84
1658728800,3.96
1658732400,3.78
1658736000,5.58
1658739600,4.5
1658743200,2.16
1658746800,7.56
1658750400,5.76
1658754000,7.2
1658757600,3.78
1658761200,2.34
1658764800,0.9
1658768400,0
1658772000,1.44
1658775600,0.54
1658779200,0.36
1658782800,0
1658786400,7.56
1658790000,2.88
1658793600,3.96
1658797200,0
1658800800,3.06
1658804400,3.96
1658808000,1.44
1658811600,0.36
1658815200,3.42
1658818800,4.68
1658822400,3.6
1658826000,7.74
1658829600,8.28
1658833200,8.64
1658836800,9.54
1658840400,9.54
1658844000,8.28
1658847600,7.56
1658851200,7.2
1658854800,7.56
1658858400,4.5
1658862000,1.8
1658865600,3.96
1658869200,1.26
1658872800,0
1658876400,0
1658880000,0.54
1658883600,0
1658887200,7.92
1658890800,8.82
1658894400,1.26
1658898000,0
1658901600,1.98
1658905200,0.54
1658908800,5.22
1658912400,6.3
1658916000,4.5
1658919600,3.06
1658923200,4.86
1658926800,5.58
1658930400,6.66
1658934000,7.38
1658937600,5.22
1658941200,6.48
1658944800,3.96
1658948400,0
1658952000,1.26
1658955600,0
1658959200,0
1658962800,0.18
1658966400,1.26
1658970000,3.78
1658973600,4.68
1658977200,3.96
1658980800,4.32
1658984400,2.16
1658988000,1.8
1658991600,1.98
1658995200,4.32
1658998800,5.58
1659002400,6.3
1659006000,9.18
1659009600,8.1
1659013200,7.74
1659016800,6.48
1659020400,8.82
1659024000,5.76
1659027600,2.52
1659031200,0
1659034800,0
1659038400,0.72
1659042000,2.52
1659045600,2.7
1659049200,0
1659052800,2.34
1659056400,2.34
1659060000,0.9
1659063600,3.96
1659067200,4.14
1659070800,3.6
1659074400,2.7
1659078000,3.42
1659081600,6.12
1659085200,6.3
1659088800,7.74
1659092400,6.3
1659096000,6.12
1659099600,8.64
1659103200,10.98
1659106800,7.38
1659110400,0
1659114000,1.08
1659117600,0.72
1659121200,2.52
1659124800,3.78
1659128400,3.96
1659132000,9.54
1659135600,3.06
1659139200,1.26
1659142800,0
1659146400,0
1659150000,0
1659153600,1.8
1659157200,0.54
1659160800,0
1659164400,1.62
1659168000,3.78
1659171600,2.16
1659175200,4.68
1659178800,6.12
1659182400,7.02
1659186000,9
1659189600,6.66
1659193200,7.38
1659196800,7.38
1659200400,6.3
1659204000,0.36
1659207600,0
1659211200,0
1659214800,0
1659218400,2.16
1659222000,4.14
1659225600,3.06
1659229200,3.06
1659232800,6.48
1659236400,2.7
1659240000,5.76
1659243600,6.66
1659247200,1.8
1659250800,3.24
1659254400,5.04
1659258000,4.5
1659261600,3.96
1659265200,9.18
1659268800,8.28
1659272400,10.62
1659276000,5.04
1659279600,6.3
1659283200,8.28
1659286800,3.42
1659290400,0.54
1659294000,0
1659297600,1.26
1659301200,3.42
1659304800,3.6
1659308400,2.34
1659312000,3.78
1659315600,5.76
1659319200,6.12
1659322800,4.86
1659326400,4.68
1659330000,5.94
1659333600,4.32
1659337200,5.04
1659340800,3.06
1659344400,6.48
1659348000,8.82
1659351600,7.2
1659355200,8.46
1659358800,7.56
1659362400,8.82
1659366000,10.08
1659369600,7.02
1659373200,2.7
1659376800,0
1659380400,0
1659384000,0
1659387600,1.08
1659391200,3.6
1659394800,0.9
1659398400,0.72
1659402000,1.26
1659405600,3.42
1659409200,0
1659412800,2.7
1659416400,1.08
1659420000,1.44
1659423600,7.2
1659427200,9.72
1659430800,8.82
1659434400,7.56
1659438000,7.92
1659441600,9.54
1659445200,6.3
1659448800,9.36
1659452400,11.16
1659456000,10.44
1659459600,5.76
1659463200,1.98
1659466800,0
1659470400,0
1659474000,0.54
1659477600,0.72
1659481200,0
1659484800,3.24
1659488400,4.14
1659492000,3.96
1659495600,2.16
1659499200,4.86
1659502800,4.68
1659506400,3.42
1659510000,2.7
1659513600,2.7
1659517200,6.66
1659520800,8.1
1659524400,4.68
1659528000,3.42
1659531600,5.04
1659535200,5.04
1659538800,9.18
1659542400,6.3
1659546000,5.04
1659549600,0
1659553200,0
1659556800,1.8
1659560400,0.18
1659564000,0.9
1659567600,2.34
1659571200,3.96
1659574800,4.5
1659578400,3.42
1659582000,4.86
1659585600,5.22
1659589200,4.86
1659592800,6.66
1659596400,4.5
1659600000,5.94
1659603600,5.58
1659607200,7.74
1659610800,14.4
1659614400,10.8
1659618000,8.46
1659621600,10.44
1659625200,9.9
1659628800,7.38
1659632400,5.22
1659636000,0
1659639600,0
1659643200,1.44
1659646800,3.78
1659650400,3.78
1659654000,3.96
1659657600,2.52
1659661200,2.52
1659664800,2.7
1659668400,4.5
1659672000,4.14
1659675600,3.96
1659679200,1.08
1659682800,3.42
1659686400,4.32
1659690000,5.04
1659693600,6.66
1659697200,5.94
1659700800,5.4
1659704400,7.56
1659708000,10.44
1659711600,8.1
1659715200,7.2
1659718800,4.14
1659722400,0
1659726000,0
1659729600,0
1659733200,0.54
1659736800,0.54
1659740400,1.62
1659744000,2.7
1659747600,3.42
1659751200,5.04
1659754800,4.32
1659758400,5.22
1659762000,5.22
1659765600,5.76
1659769200,2.88
1659772800,3.96
1659776400,2.7
1659780000,6.48
1659783600,8.28
1659787200,5.4
1659790800,7.38
1659794400,9
1659798000,13.5
1659801600,8.46
1659805200,7.74
1659808800,6.48
1659812400,5.04
1659816000,0
1659819600,0
1659823200,0.9
1659826800,0
1659830400,0
1659834000,0.9
1659837600,0
1659841200,1.08
1659844800,1.08
1659848400,1.08
1659852000,1.98
1659855600,6.48
1659859200,7.38
1659862800,7.74
1659866400,7.74
1659870000,4.68
1659873600,7.56
1659877200,8.1
1659880800,7.56
1659884400,7.2
1659888000,6.48
1659891600,3.78
1659895200,0
1659898800,0
1659902400,1.8
1659906000,1.98
1659909600,3.24
1659913200,4.68
1659916800,3.24
1659920400,3.24
1659924000,4.14
1659927600,4.5
1659931200,5.04
1659934800,4.32
1659938400,4.86
1659942000,4.68
1659945600,6.12
1659949200,5.4
1659952800,4.68
1659956400,6.12
1659960000,4.14
1659963600,6.3
1659967200,4.32
1659970800,4.5
1659974400,5.04
1659978000,5.4
1659981600,0
1659985200,0
1659988800,0.36
1659992400,0.9
1659996000,0
1659999600,5.04
1660003200,2.7
1660006800,1.08
1660010400,0
1660014000,0
1660017600,0
1660021200,1.26
1660024800,2.7
1660028400,1.8
1660032000,2.52
1660035600,4.68
1660039200,6.3
1660042800,3.78
1660046400,5.76
1660050000,5.22
1660053600,7.74
1660057200,8.28
1660060800,6.84
1660064400,3.96
1660068000,0
1660071600,0
1660075200,1.26
1660078800,0.9
1660082400,1.62
1660086000,3.24
1660089600,4.32
1660093200,5.58
1660096800,2.88
1660100400,4.86
1660104000,5.04
1660107600,3.24
1660111200,2.34
1660114800,3.06
1660118400,3.96
1660122000,9.72
1660125600,2.88
1660129200,2.16
1660132800,5.22
1660136400,8.28
1660140000,10.8
1660143600,11.34
1660147200,11.52
1660150800,6.48
1660154400,0
1660158000,0
1660161600,0
1660165200,0
1660168800,0.18
1660172400,0.9
1660176000,4.86
1660179600,4.14
1660183200,2.7
1660186800,1.26
1660190400,4.14
1660194000,3.06
1660197600,1.44
1660201200,4.86
1660204800,4.86
1660208400,6.48
1660212000,4.32
1660215600,8.64
1660219200,3.24
1660222800,10.26
1660226400,12.42
1660230000,7.2
1660233600,7.38
1660237200,3.96
1660240800,0
1660244400,0.18
1660248000,1.8
1660251600,3.42
1660255200,5.76
1660258800,5.58
1660262400,8.28
1660266000,3.06
1660269600,4.86
1660273200,3.42
1660276800,2.16
1660280400,2.88
1660284000,4.68
1660287600,0.18
1660291200,2.88
1660294800,6.48
1660298400,9.18
1660302000,6.12
1660305600,3.96
1660309200,8.64
1660312800,8.46
1660316400,8.1
1660320000,7.74
1660323600,5.94
1660327200,0.9
1660330800,2.7
1660334400,0.72
1660338000,3.6
1660341600,0.36
1660345200,4.86
1660348800,1.98
1660352400,2.7
1660356000,3.6
1660359600,1.44
1660363200,0
1660366800,2.7
1660370400,3.96
1660374000,2.7
1660377600,6.12
1660381200,6.12
1660384800,6.66
1660388400,6.12
1660392000,8.1
1660395600,8.46
1660399200,3.96
1660402800,8.1
1660406400,5.94
1660410000,5.58
1660413600,0
1660417200,0
1660420800,3.24
1660424400,4.5
1660428000,3.24
1660431600,4.86
1660435200,4.68
1660438800,3.96
1660442400,4.14
1660446000,7.2
1660449600,5.76
1660453200,6.84
1660456800,7.02
1660460400,2.7
1660464000,2.88
1660467600,3.78
1660471200,8.64
1660474800,6.12
1660478400,7.56
1660482000,12.24
1660485600,9.72
1660489200,10.8
1660492800,7.92
1660496400,5.4
1660500000,0
1660503600,0
1660507200,0
1660510800,0
1660514400,1.26
1660518000,2.88
1660521600,0
1660525200,1.44
1660528800,0
1660532400,0
1660536000,1.44
1660539600,0.36
1660543200,1.8
1660546800,5.76
1660550400,8.46
1660554000,9
1660557600,8.28
1660561200,7.02
1660564800,4.32
1660568400,7.56
1660572000,10.8
1660575600,11.34
1660579200,8.28
1660582800,10.26
1660586400,0.9
1660590000,7.38
1660593600,9.18
1660597200,12.6
1660600800,10.08
1660604400,7.38
1660608000,2.16
1660611600,0
1660615200,0
1660618800,1.08
1660622400,3.96
1660626000,4.32
1660629600,2.34
1660633200,1.62
1660636800,7.56
1660640400,8.82
1660644000,6.84
1660647600,10.08
1660651200,9.54
1660654800,7.56
1660658400,9.72
1660662000,9
1660665600,10.98
1660669200,3.78
1660672800,0.54
1660676400,0
1660680000,1.26
1660683600,1.62
1660687200,0.18
1660690800,1.08
1660694400,1.98
1660698000,2.88
1660701600,1.62
1660705200,0
1660708800,3.78
1660712400,5.22
1660716000,3.06
1660719600,5.94
1660723200,7.92
1660726800,9.18
1660730400,6.12
1660734000,5.58
1660737600,3.96
1660741200,11.34
1660744800,11.7
1660748400,8.46
1660752000,7.38
1660755600,0.54
1660759200,7.2
1660762800,5.58
1660766400,0
1660770000,0
1660773600,0
1660777200,1.08
1660780800,0.54
1660784400,0
1660788000,1.8
1660791600,0.36
1660795200,0
1660798800,0
1660802400,2.52
1660806000,1.98
1660809600,4.68
1660813200,9.54
1660816800,3.24
1660820400,2.88
1660824000,6.3
1660827600,8.28
1660831200,9.36
1660834800,6.66
1660838400,6.84
1660842000,2.7
1660845600,4.32
1660849200,3.96
1660852800,1.8
1660856400,6.48
1660860000,2.52
1660863600,1.8
1660867200,1.98
1660870800,3.24
1660874400,0.9
1660878000,0
1660881600,0
1660885200,1.62
1660888800,3.42
1660892400,11.34
1660896000,0.9
1660899600,2.7
1660903200,2.88
1660906800,1.8
1660910400,3.06
1660914000,1.98
1660917600,4.86
1660921200,4.68
1660924800,0.9
1660928400,3.78
1660932000,2.16
1660935600,0
1660939200,4.68
1660942800,3.6
1660946400,4.86
1660950000,5.94
1660953600,6.3
1660957200,5.58
1660960800,7.74
1660964400,6.12
1660968000,5.76
1660971600,5.94
1660975200,6.3
1660978800,3.96
1660982400,2.34
1660986000,2.34
1660989600,5.58
1660993200,5.58
1660996800,3.06
1661000400,5.94
1661004000,5.58
1661007600,4.68
1661011200,4.68
1661014800,0.9
1661018400,0.54
1661022000,3.24
1661025600,3.24
1661029200,3.78
1661032800,4.68
1661036400,1.62
1661040000,3.78
1661043600,4.86
1661047200,3.78
1661050800,1.08
1661054400,5.4
1661058000,4.5
1661061600,5.58
1661065200,3.06
1661068800,1.44
1661072400,5.76
1661076000,7.92
1661079600,0.18
1661083200,2.52
1661086800,8.28
1661090400,9
1661094000,8.1
1661097600,9
1661101200,2.7
1661104800,0
1661108400,0
1661112000,3.24
1661115600,1.8
1661119200,1.44
1661122800,0.54
1661126400,2.88
1661130000,3.24
1661133600,2.88
1661137200,5.22
1661140800,3.6
1661144400,4.68
1661148000,3.42
1661151600,2.52
1661155200,3.96
1661158800,2.52
1661162400,4.32
1661166000,5.04
1661169600,6.12
1661173200,7.38
1661176800,3.6
1661180400,11.7
1661184000,5.22
1661187600,3.42
1661191200,0
1661194800,1.98
1661198400,1.98
1661202000,2.16
1661205600,2.34
1661209200,3.78
1661212800,2.16
1661216400,0.54
1661220000,3.42
1661223600,1.98
1661227200,3.42
1661230800,4.14
1661234400,4.68
1661238000,2.34
1661241600,7.74
1661245200,2.16
1661248800,7.74
1661252400,11.52
1661256000,10.62
1661259600,10.98
1661263200,9.72
1661266800,6.48
1661270400,5.76
1661274000,2.16
1661277600,0
1661281200,0
1661284800,1.08
1661288400,2.34
1661292000,3.06
1661295600,2.34
1661299200,3.78
1661302800,5.04
1661306400,5.04
1661310000,3.42
1661313600,4.86
1661317200,4.68
1661320800,3.42
1661324400,1.62
1661328000,3.24
1661331600,5.76
1661335200,7.38
1661338800,11.88
1661342400,7.56
1661346000,8.28
1661349600,6.84
1661353200,7.92
1661356800,5.22
1661360400,3.42
1661364000,0
1661367600,0.54
1661371200,1.26
1661374800,3.06
1661378400,4.32
1661382000,3.06
1661385600,3.96
1661389200,4.86
1661392800,5.04
1661396400,4.5
1661400000,7.02
1661403600,7.92
1661407200,3.24
1661410800,3.42
1661414400,2.7
1661418000,6.12
1661421600,4.5
1661425200,8.28
1661428800,6.3
1661432400,3.78
1661436000,4.86
1661439600,3.24
1661443200,3.6
1661446800,0.9
1661450400,0
1661454000,0
1661457600,0.9
1661461200,5.04
1661464800,6.12
1661468400,5.4
1661472000,6.84
1661475600,5.94
1661479200,6.12
1661482800,5.76
1661486400,0.54
1661490000,1.8
1661493600,5.22
1661497200,2.16
1661500800,5.04
1661504400,5.4
1661508000,5.04
1661511600,4.14
1661515200,6.3
1661518800,7.74
1661522400,4.14
1661526000,4.32
1661529600,4.32
1661533200,0
1661536800,0
1661540400,0.36
1661544000,2.16
1661547600,4.5
1661551200,3.42
1661554800,5.22
1661558400,3.96
1661562000,0.18
1661565600,1.44
1661569200,1.8
1661572800,3.42
1661576400,1.62
1661580000,3.06
1661583600,2.34
1661587200,4.5
1661590800,6.48
1661594400,9.54
1661598000,0
1661601600,11.16
1661605200,4.32
1661608800,0.9
1661612400,2.52
1661616000,1.62
1661619600,2.52
1661623200,0
1661626800,0
1661630400,0.36
1661634000,1.8
1661637600,0
1661641200,0
1661644800,1.8
1661648400,3.96
1661652000,1.44
1661655600,1.98
1661659200,0
1661662800,0
1661666400,0
1661670000,1.44
1661673600,1.44
1661677200,7.74
1661680800,7.2
1661684400,3.78
1661688000,6.48
1661691600,5.94
1661695200,6.48
1661698800,3.24
1661702400,5.04
1661706000,5.22
1661709600,4.5
1661713200,5.22
1661716800,4.32
1661720400,0.18
1661724000,0
1661727600,1.26
1661731200,2.52
1661734800,2.34
1661738400,1.8
1661742000,0
1661745600,0
1661749200,4.32
1661752800,3.6
1661756400,2.52
1661760000,1.44
1661763600,4.68
1661767200,4.5
1661770800,6.12
1661774400,8.28
1661778000,2.88
1661781600,1.62
1661785200,5.22
1661788800,4.68
1661792400,7.38
1661796000,0
1661799600,0
1661803200,1.62
1661806800,2.34
1661810400,4.14
1661814000,2.7
1661817600,3.96
1661821200,3.6
1661824800,3.96
1661828400,1.44
1661832000,1.26
1661835600,3.78
1661839200,2.34
1661842800,1.62
1661846400,3.96
1661850000,7.38
1661853600,5.4
1661857200,6.12
1661860800,5.4
1661864400,3.24
1661868000,10.08
1661871600,5.94
1661875200,1.08
1661878800,0.9
1661882400,0
1661886000,0
1661889600,3.96
1661893200,1.98
1661896800,2.34
1661900400,1.44
1661904000,0
1661907600,0
1661911200,0
1661914800,0
1661918400,0
1661922000,0.72
1661925600,2.34
1661929200,0
1661932800,5.4
1661936400,5.22
1661940000,5.76
1661943600,9.36
1661947200,1.08
1661950800,1.98
1661954400,3.42
1661958000,2.34
1661961600,0
1661965200,0
1661968800,0
1661972400,0
1661976000,1.44
1661979600,0.54
1661983200,0
